x-axis,1
second,Volt
-10.02000E-06,-425.00033E-06
-10.00000E-06,-425.00033E-06
-9.98000E-06,-425.00033E-06
-9.96000E-06,-1.05000031E-03
-9.94000E-06,+199.99966E-06
-9.92000E-06,-1.05000031E-03
-9.90000E-06,-425.00033E-06
-9.88000E-06,-425.00033E-06
-9.86000E-06,-1.05000031E-03
-9.84000E-06,-1.05000031E-03
-9.82000E-06,-1.05000031E-03
-9.80000E-06,-1.05000031E-03
-9.78000E-06,+199.99966E-06
-9.76000E-06,-1.05000031E-03
-9.74000E-06,-1.05000031E-03
-9.72000E-06,-425.00033E-06
-9.70000E-06,-425.00033E-06
-9.68000E-06,-1.05000031E-03
-9.66000E-06,-425.00033E-06
-9.64000E-06,-425.00033E-06
-9.62000E-06,-1.05000031E-03
-9.60000E-06,-425.00033E-06
-9.58000E-06,-1.05000031E-03
-9.56000E-06,-1.05000031E-03
-9.54000E-06,-1.05000031E-03
-9.52000E-06,-425.00033E-06
-9.50000E-06,+199.99966E-06
-9.48000E-06,-425.00033E-06
-9.46000E-06,-425.00033E-06
-9.44000E-06,-425.00033E-06
-9.42000E-06,+199.99966E-06
-9.40000E-06,-1.05000031E-03
-9.38000E-06,-425.00033E-06
-9.36000E-06,-1.05000031E-03
-9.34000E-06,-425.00033E-06
-9.32000E-06,-425.00033E-06
-9.30000E-06,-1.05000031E-03
-9.28000E-06,-425.00033E-06
-9.26000E-06,+199.99966E-06
-9.24000E-06,-1.05000031E-03
-9.22000E-06,-425.00033E-06
-9.20000E-06,-1.05000031E-03
-9.18000E-06,-425.00033E-06
-9.16000E-06,-425.00033E-06
-9.14000E-06,-1.05000031E-03
-9.12000E-06,-1.05000031E-03
-9.10000E-06,-425.00033E-06
-9.08000E-06,-1.05000031E-03
-9.06000E-06,+199.99966E-06
-9.04000E-06,-425.00033E-06
-9.02000E-06,-425.00033E-06
-9.00000E-06,-425.00033E-06
-8.98000E-06,-425.00033E-06
-8.96000E-06,-425.00033E-06
-8.94000E-06,-425.00033E-06
-8.92000E-06,-425.00033E-06
-8.90000E-06,-425.00033E-06
-8.88000E-06,-425.00033E-06
-8.86000E-06,-425.00033E-06
-8.84000E-06,-1.05000031E-03
-8.82000E-06,-1.05000031E-03
-8.80000E-06,-1.67500030E-03
-8.78000E-06,-1.05000031E-03
-8.76000E-06,-1.05000031E-03
-8.74000E-06,-1.05000031E-03
-8.72000E-06,-425.00033E-06
-8.70000E-06,-425.00033E-06
-8.68000E-06,-1.05000031E-03
-8.66000E-06,-425.00033E-06
-8.64000E-06,-1.05000031E-03
-8.62000E-06,-425.00033E-06
-8.60000E-06,-1.05000031E-03
-8.58000E-06,-1.05000031E-03
-8.56000E-06,-1.05000031E-03
-8.54000E-06,-425.00033E-06
-8.52000E-06,-1.05000031E-03
-8.50000E-06,-1.05000031E-03
-8.48000E-06,-425.00033E-06
-8.46000E-06,+199.99966E-06
-8.44000E-06,-1.05000031E-03
-8.42000E-06,-1.67500030E-03
-8.40000E-06,-1.67500030E-03
-8.38000E-06,-425.00033E-06
-8.36000E-06,-425.00033E-06
-8.34000E-06,-425.00033E-06
-8.32000E-06,-1.05000031E-03
-8.30000E-06,-425.00033E-06
-8.28000E-06,-1.05000031E-03
-8.26000E-06,-425.00033E-06
-8.24000E-06,-1.05000031E-03
-8.22000E-06,-425.00033E-06
-8.20000E-06,-1.05000031E-03
-8.18000E-06,-425.00033E-06
-8.16000E-06,-1.05000031E-03
-8.14000E-06,-1.05000031E-03
-8.12000E-06,-1.05000031E-03
-8.10000E-06,-425.00033E-06
-8.08000E-06,-425.00033E-06
-8.06000E-06,-1.05000031E-03
-8.04000E-06,-1.67500030E-03
-8.02000E-06,-1.05000031E-03
-8.00000E-06,-1.05000031E-03
-7.98000E-06,-1.05000031E-03
-7.96000E-06,-425.00033E-06
-7.94000E-06,-1.05000031E-03
-7.92000E-06,-1.05000031E-03
-7.90000E-06,-425.00033E-06
-7.88000E-06,-1.05000031E-03
-7.86000E-06,-1.05000031E-03
-7.84000E-06,-425.00033E-06
-7.82000E-06,+199.99966E-06
-7.80000E-06,-1.05000031E-03
-7.78000E-06,-425.00033E-06
-7.76000E-06,-1.05000031E-03
-7.74000E-06,-425.00033E-06
-7.72000E-06,-1.05000031E-03
-7.70000E-06,-1.05000031E-03
-7.68000E-06,-1.05000031E-03
-7.66000E-06,-1.05000031E-03
-7.64000E-06,-1.05000031E-03
-7.62000E-06,-1.05000031E-03
-7.60000E-06,-1.05000031E-03
-7.58000E-06,-425.00033E-06
-7.56000E-06,-1.05000031E-03
-7.54000E-06,-1.05000031E-03
-7.52000E-06,-1.05000031E-03
-7.50000E-06,-1.05000031E-03
-7.48000E-06,-1.05000031E-03
-7.46000E-06,-425.00033E-06
-7.44000E-06,-1.05000031E-03
-7.42000E-06,-1.05000031E-03
-7.40000E-06,-1.05000031E-03
-7.38000E-06,-1.05000031E-03
-7.36000E-06,-1.05000031E-03
-7.34000E-06,-1.05000031E-03
-7.32000E-06,-1.05000031E-03
-7.30000E-06,+199.99966E-06
-7.28000E-06,-425.00033E-06
-7.26000E-06,-425.00033E-06
-7.24000E-06,-1.05000031E-03
-7.22000E-06,-1.05000031E-03
-7.20000E-06,-1.05000031E-03
-7.18000E-06,-1.05000031E-03
-7.16000E-06,-1.05000031E-03
-7.14000E-06,-425.00033E-06
-7.12000E-06,-425.00033E-06
-7.10000E-06,+199.99966E-06
-7.08000E-06,+824.99965E-06
-7.06000E-06,+824.99965E-06
-7.04000E-06,+2.07499962E-03
-7.02000E-06,+4.57499956E-03
-7.00000E-06,+6.44999952E-03
-6.98000E-06,+8.94999946E-03
-6.96000E-06,+10.19999944E-03
-6.94000E-06,+10.82499942E-03
-6.92000E-06,+10.82499942E-03
-6.90000E-06,+10.82499942E-03
-6.88000E-06,+10.82499942E-03
-6.86000E-06,+11.44999941E-03
-6.84000E-06,+12.07499939E-03
-6.82000E-06,+13.32499937E-03
-6.80000E-06,+15.82499931E-03
-6.78000E-06,+18.94999924E-03
-6.76000E-06,+20.82499920E-03
-6.74000E-06,+24.57499912E-03
-6.72000E-06,+28.32499903E-03
-6.70000E-06,+30.19999899E-03
-6.68000E-06,+32.69999893E-03
-6.66000E-06,+35.19999888E-03
-6.64000E-06,+35.82499886E-03
-6.62000E-06,+38.94999879E-03
-6.60000E-06,+42.07499872E-03
-6.58000E-06,+48.94999857E-03
-6.56000E-06,+55.19999843E-03
